ERROR_NOTINSTALLED	Konsola administracyjna Kaspersky Administration Kit nie zosta³a zainstalowana.		
REGVALUE_INSTALLKEY_TASK	Instalacja klucza licencyjnego	
IDS__IsBitmapDlg_4	Anuluj	
IDS__IsBitmapDlg_5	&Dalej >	
IDS__IsBitmapDlg_6	<ISProductFolder>\Redist\Language Independent\OS Independent\IsDialogBitmap.ibd	
IDS__IsBrowseFolderDlg_0	[ProductName] - InstallShield Wizard	
IDS__IsBrowseFolderDlg_1	{&MSSWhiteSerif8}InstallShield	
IDS__IsBrowseFolderDlg_10	OK	
IDS__IsBrowseFolderDlg_11		
IDS__IsBrowseFolderDlg_12	&Nazwa foldera:	
IDS__IsBrowseFolderDlg_13	Do góry o jeden poziom|	
IDS__IsBrowseFolderDlg_14	<ISProductFolder>\Redist\Language Independent\OS Independent\IsDialogBanner.ibd	
IDS__IsBrowseFolderDlg_15	<ISProductFolder>\Redist\Language Independent\OS Independent\New.ibd	
IDS__IsBrowseFolderDlg_16	<ISProductFolder>\Redist\Language Independent\OS Independent\Up.ibd	
IDS__IsBrowseFolderDlg_2	InstallShield	
IDS__IsBrowseFolderDlg_3	Anuluj	
IDS__IsBrowseFolderDlg_4		
IDS__IsBrowseFolderDlg_5	&Szukaj w:	
IDS__IsBrowseFolderDlg_6	Wybór foldera docelowego.	
IDS__IsBrowseFolderDlg_7	{&MSSansBold8}Zmieñ aktualny folder docelowy	
IDS__IsBrowseFolderDlg_8		
IDS__IsBrowseFolderDlg_9	Utwórz nowy folder|	
IDS__IsCancelDlg_0	[ProductName] - InstallShield Wizard	
IDS__IsCancelDlg_1	Ikona informacyjna|	
IDS__IsCancelDlg_2	InstallShield	
IDS__IsCancelDlg_3	Czy na pewno chcesz anulowaæ instalacjê?	
IDS__IsCancelDlg_4	Czy na pewno chcesz anulowaæ instalacjê programu [ProductName]?	
IDS__IsCancelDlg_5	{&MSSansBold8}Anuluj instalacjê	
IDS__IsCancelDlg_6	&Nie	
IDS__IsCancelDlg_7	Aby kontynuowaæ instalacjê programu [ProductName] kliknij przycisk Wznów. Aby zakoñczyæ instalacjê kliknij przycisk Zakoñcz.	
IDS__IsCancelDlg_8	&Tak	
IDS__IsCancelDlg_9	<ISProductFolder>\Redist\Language Independent\OS Independent\WarningIcon.ibd	
IDS__IsCustomSelectionDlg_0	[ProductName] - InstallShield Wizard	
IDS__IsCustomSelectionDlg_1	< &Wstecz	
IDS__IsCustomSelectionDlg_10	Opis sk³adnika:	
IDS__IsCustomSelectionDlg_11	&Dalej >	
IDS__IsCustomSelectionDlg_12	Rozmiar sk³adnika	
IDS__IsCustomSelectionDlg_13	&Pomoc	
IDS__IsCustomSelectionDlg_14	Wielowierszowy opis aktualnie wybranego sk³adnika	
IDS__IsCustomSelectionDlg_15	Opis sk³adnika	
IDS__IsCustomSelectionDlg_16	&Zmieñ	
IDS__IsCustomSelectionDlg_17	<œcie¿ka wybranego sk³adnika>	
IDS__IsCustomSelectionDlg_18	Miejsce instalacji:	
IDS__IsCustomSelectionDlg_19	<ISProductFolder>\Redist\Language Independent\OS Independent\IsDialogBanner.ibd	
IDS__IsCustomSelectionDlg_2	{&MSSWhiteSerif8}InstallShield	
IDS__IsCustomSelectionDlg_3	InstallShield	
IDS__IsCustomSelectionDlg_4	Anuluj	
IDS__IsCustomSelectionDlg_5	&Miejsce	
IDS__IsCustomSelectionDlg_6	Nale¿y wybraæ sk³adniki aplikacji, które zostan¹ zainstalowane.	
IDS__IsCustomSelectionDlg_7	Kliknij ikonê z poni¿szej listy, aby zmieniæ ustawienia instalacji sk³adnika.	
IDS__IsCustomSelectionDlg_8	{&MSSansBold8}Instalacja niestandardowa	
IDS__IsCustomSelectionDlg_9	Wielowierszowy opis aktualnie wybranego sk³adnika	
IDS__IsDatabaseLocation_1	InstallShield	
IDS__IsDatabaseLocation_10	[DATABASEDIR]	
IDS__IsDatabaseLocation_11	Instaluj bazê danych aplikacji do:	
IDS__IsDatabaseLocation_12	{&MSSWhiteSerif8}InstallShield	
IDS__IsDatabaseLocation_13	[ProductName] - InstallShield Wizard	
IDS__IsDatabaseLocation_2	2	
IDS__IsDatabaseLocation_3	Anuluj	
IDS__IsDatabaseLocation_4	4	
IDS__IsDatabaseLocation_5	Kliknij przycisk Dalej, aby zainstalowaæ bazê danych aplikacji w tym folderze lub przycisk Zmieñ, aby wskazaæ inn¹ lokalizacjê.	
IDS__IsDatabaseLocation_6	{&MSSansBold8}Folder docelowy bazy danych	
IDS__IsDatabaseLocation_7	< &Wstecz	
IDS__IsDatabaseLocation_8	&Dalej >	
IDS__IsDatabaseLocation_9	&Zmieñ	
IDS__IsDiskSpaceDlg_0	[ProductName] - InstallShield Wizard	
IDS__IsDiskSpaceDlg_1	{&MSSWhiteSerif8}InstallShield	
IDS__IsDiskSpaceDlg_10	OK	
IDS__IsDiskSpaceDlg_11	<ISProductFolder>\Redist\Language Independent\OS Independent\IsDialogBanner.ibd	
IDS__IsDiskSpaceDlg_2	InstallShield	
IDS__IsDiskSpaceDlg_3	&Czyszczenie dysku	
IDS__IsDiskSpaceDlg_4	Iloœæ wolnego miejsca na dysku jest niewystarczaj¹ca do przeprowadzenia instalacji.	
IDS__IsDiskSpaceDlg_5	Iloœæ wolnego miejsca na wybranych woluminach jest niewystarczaj¹ca do zainstalowania wybranych sk³adników. Mo¿esz usun¹æ pliki z wybranych woluminów, wybraæ instalacjê mniejszej liczby sk³adników na dyskach lokalnych lub wybraæ inne dyski docelowe.	
IDS__IsDiskSpaceDlg_6	{&MSSansBold8}Brak miejsca na dysku	
IDS__IsDiskSpaceDlg_7	&Zakoñcz	
IDS__IsDiskSpaceDlg_8	U¿yj czyszczenia dysku, aby zwolniæ miejsce na dysku poprzez usuniêcie niepotrzebnych plików.	
IDS__IsDiskSpaceDlg_9	{120}{70}{70}{70}{70}	
IDS__IsErrorDlg_0	Informacje Instalatora programu [ProductName]	
IDS__IsErrorDlg_1	&Przerwij	
IDS__IsErrorDlg_2	&Anuluj	
IDS__IsErrorDlg_3	<tekst b³êdu><tekst b³êdu><tekst b³êdu><tekst b³êdu><tekst b³êdu><tekst b³êdu><tekst b³êdu><tekst b³êdu><tekst b³êdu><tekst b³êdu><tekst b³êdu>	
IDS__IsErrorDlg_4	&Ignoruj	
IDS__IsErrorDlg_5	&Nie	
IDS__IsErrorDlg_6	&OK	
IDS__IsErrorDlg_7	&Ponów	
IDS__IsErrorDlg_8	&Tak	
IDS__IsErrorDlg_9	<ISProductFolder>\Redist\Language Independent\OS Independent\WarningIcon.ibd	
IDS__IsExitDialog_0	[ProductName] - InstallShield Wizard	
IDS__IsExitDialog_1	< &Wstecz	
IDS__IsExitDialog_2	Anuluj	
IDS__IsExitDialog_3	&Zakoñcz	
IDS__IsExitDialog_4	{&TahomaBold10}InstallShield Wizard zakoñczy³ instalacjê	
IDS__IsExitDialog_5	InstallShield Wizard pomyœlnie zainstalowa³ program [ProductName]. Kliknij przycisk Zakoñcz, aby zakoñczyæ pracê z kreatorem.	
IDS__IsExitDialog_6	InstallShield Wizard pomyœlnie zdezinstalowa³ program [ProductName]. Kliknij przycisk Zakoñcz, aby zakoñczyæ pracê z kreatorem.	
IDS__IsExitDialog_7	<ISProductFolder>\Redist\Language Independent\OS Independent\IsDialogBitmap.ibd	
IDS__IsExitDialog_8	Poka¿ plik readme	
IDS__IsExitDialog_9	Uruchom program	
IDS__IsExitDialog_Update_0	[ProductName] - InstallShield Wizard	
IDS__IsExitDialog_Update_1	< &Wstecz	
IDS__IsExitDialog_Update_2	Anuluj	
IDS__IsExitDialog_Update_3	&Zakoñcz	
IDS__IsExitDialog_Update_4	Instalator zakoñczy³ instalowanie programu [ProductName].	
IDS__IsExitDialog_Update_5	Mo¿liwe, ¿e od momentu zakupu tej kopii programu [ProductName] niektóre pliki zosta³y zaktualizowane.	
IDS__IsExitDialog_Update_6	Za pomoc¹ istniej¹cego po³¹czenia internetowego mo¿esz sprawdziæ czy masz ju¿ najnowsze wersje tych plików.	
IDS__IsExitDialog_Update_7	&Tak, szukaj uaktualnieñ aplikacji po zakoñczeniu instalacji (zalecane).	
IDS__IsFatalError_0	[ProductName] - InstallShield Wizard	
IDS__IsFatalError_1	< &Wstecz	
IDS__IsFatalError_10	<ISProductFolder>\Redist\Language Independent\OS Independent\IsDialogBitmap.ibd	
IDS__IsFatalError_2	Anuluj	
IDS__IsFatalError_3	&Zakoñcz	
IDS__IsFatalError_4	System nie zosta³ zmodyfikowany. Aby dokoñczyæ instalacjê póŸniej, uruchom instalatora ponownie.	
IDS__IsFatalError_5	Kliknij przycisk Zakoñcz, aby zakoñczyæ pracê z kreatorem.	
IDS__IsFatalError_6	Mo¿esz zachowaæ zainstalowane sk³adniki, aby kontynuowaæ instalacjê póŸniej lub przywróciæ stan systemu sprzed instalacji.	
IDS__IsFatalError_7	Kliknij przycisk Przywróæ lub Kontynuuj póŸniej, aby zakoñczyæ pracê z kreatorem.	
IDS__IsFatalError_8	{&TahomaBold10}InstallShield Wizard zakoñczy³ instalacjê	
IDS__IsFatalError_9	Dzia³anie kreatora zosta³o przerwane przed zakoñczeniem instalacji programu [ProductName].	
IDS__IsFeatureDetailsDlg_0	[ProductName] - InstallShield Wizard	
IDS__IsFeatureDetailsDlg_1	{&MSSWhiteSerif8}InstallShield	
IDS__IsFeatureDetailsDlg_10	U¿yj czyszczenia dysku, aby zwolniæ miejsce na dysku poprzez usuniêcie niepotrzebnych plików.	
IDS__IsFeatureDetailsDlg_11	Miejsce instalacji:	
IDS__IsFeatureDetailsDlg_12	Ca³kowite wymagane miejsce na dysku:	
IDS__IsFeatureDetailsDlg_13	{120}{70}{70}{70}{70}	
IDS__IsFeatureDetailsDlg_14	OK	
IDS__IsFeatureDetailsDlg_15	<ISProductFolder>\Redist\Language Independent\OS Independent\IsDialogBanner.ibd	
IDS__IsFeatureDetailsDlg_2	InstallShield	
IDS__IsFeatureDetailsDlg_3	&Zmieñ	
IDS__IsFeatureDetailsDlg_4	Anuluj	
IDS__IsFeatureDetailsDlg_5	&Czyszczenie dysku	
IDS__IsFeatureDetailsDlg_6	Iloœæ miejsca na dysku potrzebna do instalacji wybranych sk³adników.	
IDS__IsFeatureDetailsDlg_7	Iloœæ wolnego miejsca na wybranych woluminach jest niewystarczaj¹ca do zainstalowania wybranych sk³adników. Mo¿esz usun¹æ pliki z wybranych woluminów, wybraæ instalacjê mniejszej liczby sk³adników na dyskach lokalnych lub wybraæ inne dyski docelowe.	
IDS__IsFeatureDetailsDlg_8	{&MSSansBold8}Wymagane miejsce na dysku	
IDS__IsFeatureDetailsDlg_9		
IDS__IsFilesInUse_0	[ProductName] - InstallShield Wizard	
IDS__IsFilesInUse_1	{&MSSWhiteSerif8}InstallShield	
IDS__IsFilesInUse_10	<ISProductFolder>\Redist\Language Independent\OS Independent\IsDialogBanner.ibd	
IDS__IsFilesInUse_2	InstallShield	
IDS__IsFilesInUse_3	Niektóre pliki, które musz¹ zostaæ zaktualizowane s¹ aktualnie u¿ywane.	
IDS__IsFilesInUse_4	Nastêpuj¹ce aplikacje wykorzystuj¹ pliki, które musz¹ byæ zaktualizowane przez Instalatora. Zamknij te aplikacje i kliknij przycisk Ponów, aby kontynuowaæ.	
IDS__IsFilesInUse_5	{&MSSansBold8}Pliki w u¿yciu	
IDS__IsFilesInUse_6	&Zakoñcz	
IDS__IsFilesInUse_7	&Ignoruj	
IDS__IsFilesInUse_8	&Ponów	
IDS__IsFilesInUse_9		
IDS__IsInitDlg_0	[ProductName] - InstallShield Wizard	
IDS__IsInitDlg_1		
IDS__IsInitDlg_2		
IDS__IsInitDlg_3	< &Wstecz	
IDS__IsInitDlg_4	Anuluj	
IDS__IsInitDlg_5	&Dalej >	
IDS__IsInitDlg_6	{&TahomaBold10}Witamy w kreatorze InstallShield Wizard dla [ProductName]	
IDS__IsInitDlg_7	Instalator programu [ProductName] przygotowuje kreatora InstallShield, który przeprowadzi u¿ytkownika przez proces instalacji. Proszê czekaæ.	
IDS__IsInitDlg_8	<ISProductFolder>\Redist\Language Independent\OS Independent\IsDialogBitmap.ibd	
IDS__IsLicenseDlg_0	[ProductName] - InstallShield Wizard	
IDS__IsLicenseDlg_1	< &Wstecz	
IDS__IsLicenseDlg_2	{&MSSWhiteSerif8}InstallShield	
IDS__IsLicenseDlg_3	InstallShield	
IDS__IsLicenseDlg_4	Anuluj	
IDS__IsLicenseDlg_5	Proszê uwa¿nie przeczytaæ niniejsz¹ umowê licencyjn¹.	
IDS__IsLicenseDlg_6	Kliknij przycisk Akceptujê, aby zaakceptowaæ warunki niniejszej umowy lub przycisk Nie akceptujê, aby zakoñczyæ pracê z kreatorem.	
IDS__IsLicenseDlg_7	{&MSSansBold8}Umowa licencyjna	
IDS__IsLicenseDlg_8	&Dalej >	
IDS__IsLicenseDlg_9	<ISProductFolder>\Redist\Language Independent\OS Independent\IsDialogBanner.ibd	
IDS__IsLicenseDlg_EULA	<ISProductFolder>\Redist\0409\Eula.rtf	
IDS__IsMaintenanceDlg_0	[ProductName] - InstallShield Wizard	
IDS__IsMaintenanceDlg_1	< &Wstecz	
IDS__IsMaintenanceDlg_10	{&MSSansBold8}&Usuñ	
IDS__IsMaintenanceDlg_11		
IDS__IsMaintenanceDlg_12	Wybierz funkcje aplikacji, które zostan¹ zainstalowane. Ta opcja wyœwietla okno pozwalaj¹ce na modyfikacjê sposobu instalacji aplikacji.	
IDS__IsMaintenanceDlg_13	Napraw b³êdy instalacji tej aplikacji. Ta opcja naprawia brakuj¹ce lub uszkodzone pliki, skróty oraz wpisy rejestru.	
IDS__IsMaintenanceDlg_14	Usuñ program [ProductName] z komputera.	
IDS__IsMaintenanceDlg_15	<ISProductFolder>\Redist\Language Independent\OS Independent\IsDialogBanner.ibd	
IDS__IsMaintenanceDlg_16	<ISProductFolder>\Redist\Language Independent\OS Independent\RemoveIco.ibd	
IDS__IsMaintenanceDlg_17	<ISProductFolder>\Redist\Language Independent\OS Independent\ReinstIco.ibd	
IDS__IsMaintenanceDlg_18	<ISProductFolder>\Redist\Language Independent\OS Independent\CustomSetupIco.ibd	
IDS__IsMaintenanceDlg_2	{&MSSWhiteSerif8}InstallShield	
IDS__IsMaintenanceDlg_3	InstallShield	
IDS__IsMaintenanceDlg_4	Anuluj	
IDS__IsMaintenanceDlg_5	Zmodyfikuj, napraw lub usuñ program.	
IDS__IsMaintenanceDlg_6	{&MSSansBold8}Obs³uga programu	
IDS__IsMaintenanceDlg_7	&Dalej >	
IDS__IsMaintenanceDlg_8	{&MSSansBold8}&Zmodyfikuj	
IDS__IsMaintenanceDlg_9	{&MSSansBold8}Usuñ &b³êdy	
IDS__IsMaintenanceWelcome_0	[ProductName] - InstallShield Wizard	
IDS__IsMaintenanceWelcome_1	< &Wstecz	
IDS__IsMaintenanceWelcome_2	Anuluj	
IDS__IsMaintenanceWelcome_3	&Dalej >	
IDS__IsMaintenanceWelcome_4	{&TahomaBold10}Witamy w kreatorze InstallShield Wizard dla [ProductName]	
IDS__IsMaintenanceWelcome_5	InstallShield(R) Wizard umo¿liwia modyfikacjê, naprawê lub usuniêcie programu [ProductName]. Aby kontynuowaæ kliknij przycisk Dalej.	
IDS__IsMaintenanceWelcome_6	<ISProductFolder>\Redist\Language Independent\OS Independent\IsDialogBitmap.ibd	
IDS__IsPatchDlg_0	[ProductName] - Poprawka - InstallShield Wizard	
IDS__IsPatchDlg_1	{&TahomaBold10}Witamy w programie koryguj¹cym [ProductName]	
IDS__IsPatchDlg_2	Kreator InstallShield(R) Wizard zainstaluje w komputerze poprawkê programu [ProductName].  Aby kontynuowaæ kliknij Aktualizuj.	
IDS__IsPatchDlg_3	Anuluj	
IDS__IsPatchDlg_4	< &Wstecz	
IDS__IsPatchDlg_5	&Aktualizuj >	
IDS__IsPatchDlg_6	<ISProductFolder>\Redist\Language Independent\OS Independent\IsDialogBitmap.ibd	
IDS__IsProgressDlg_0	[ProductName] - InstallShield Wizard	
IDS__IsProgressDlg_1	Postêp	
IDS__IsProgressDlg_10	(Chwilowo ukryte)Sek.	
IDS__IsProgressDlg_11	Stan:	
IDS__IsProgressDlg_12	&Dalej >	
IDS__IsProgressDlg_13	(Chwilowo ukryte)	
IDS__IsProgressDlg_14	)Chwilowo ukryte)Pozosta³o czasu:	
IDS__IsProgressDlg_15	{&MSSansBold8}Dezinstalowanie programu [ProductName]	
IDS__IsProgressDlg_16	Wybrane sk³adniki programu s¹ teraz dezinstalowane.	
IDS__IsProgressDlg_17	Zaczekaj a¿ InstallShield Wizard dokona dezinstalacji programu [ProductName]. Mo¿e to potrwaæ kilka minut.	
IDS__IsProgressDlg_18	<ISProductFolder>\Redist\Language Independent\OS Independent\SetupIcon.ibd	
IDS__IsProgressDlg_19	<ISProductFolder>\Redist\Language Independent\OS Independent\IsDialogBanner.ibd	
IDS__IsProgressDlg_2		
IDS__IsProgressDlg_3	< &Wstecz	
IDS__IsProgressDlg_4	{&MSSWhiteSerif8}InstallShield	
IDS__IsProgressDlg_5	InstallShield	
IDS__IsProgressDlg_6	Anuluj	
IDS__IsProgressDlg_7	Wybrane sk³adniki programu s¹ teraz instalowane.	
IDS__IsProgressDlg_8	Zaczekaj a¿ InstallShield Wizard zainstaluje program [ProductName]. Mo¿e to potrwaæ kilka minut.	
IDS__IsProgressDlg_9	{&MSSansBold8}Instalacja [ProductName]	
IDS__IsReadmeDlg_0	{&MSSansBold8}Informacje Readme	
IDS__IsReadmeDlg_1	Prosimy o uwa¿ne przeczytanie niniejszych informacji.	
IDS__IsReadmeDlg_2	[ProductName] - InstallShield Wizard	
IDS__IsReadmeDlg_3	< &Wstecz	
IDS__IsReadmeDlg_4	&Dalej >	
IDS__IsReadmeDlg_5	&Anuluj	
IDS__IsReadmeDlg_6	<ISProductFolder>\Redist\Language Independent\OS Independent\IsDialogBitmap.ibd	
IDS__IsReadmeDlg_7	InstallShield	
IDS__IsReadmeDlg_8	{&MSSWhiteSerif8}InstallShield	
IDS__IsRegisterUserDlg_0	[ProductName] - InstallShield Wizard	
IDS__IsRegisterUserDlg_1	< &Wstecz	
IDS__IsRegisterUserDlg_10	{\Tahoma8}{50}	
IDS__IsRegisterUserDlg_11	&Nazwa u¿ytkownika:	
IDS__IsRegisterUserDlg_12	&Dalej >	
IDS__IsRegisterUserDlg_13	Zainstaluj aplikacjê dla:	
IDS__IsRegisterUserDlg_14	Dowolne&go u¿ytkownika tego komputera (wszystkich u¿ytkowników)	
IDS__IsRegisterUserDlg_15	Tylko dla &mnie ([USERNAME])	
IDS__IsRegisterUserDlg_16		
IDS__IsRegisterUserDlg_17	<ISProductFolder>\Redist\Language Independent\OS Independent\IsDialogBanner.ibd	
IDS__IsRegisterUserDlg_18	&Numer seryjny:	
IDS__IsRegisterUserDlg_2	{&MSSWhiteSerif8}InstallShield	
IDS__IsRegisterUserDlg_3	InstallShield	
IDS__IsRegisterUserDlg_4	Anuluj	
IDS__IsRegisterUserDlg_5	{\Tahoma8}{80}	
IDS__IsRegisterUserDlg_6	&Organizacja:	
IDS__IsRegisterUserDlg_7	WprowadŸ informacje o sobie.	
IDS__IsRegisterUserDlg_8	WprowadŸ imiê i nazwisko oraz nazwê firmy.	
IDS__IsRegisterUserDlg_9	{&MSSansBold8}Informacje o u¿ytkowniku	
IDS__IsReinstallDlg_0	[ProductName] - InstallShield Wizard	
IDS__IsReinstallDlg_1	< &Wstecz	
IDS__IsReinstallDlg_10	&Pe³na	
IDS__IsReinstallDlg_11		
IDS__IsReinstallDlg_12	Zast¹p wszystkie pliki, których wersje ró¿ni¹ siê od wymaganej przez program oraz wszystkie wpisy Rejestru i skróty wymagane przez program.	
IDS__IsReinstallDlg_13	Zast¹p wy³¹cznie brakuj¹ce pliki oraz wpisy rejestru aplikacji.	
IDS__IsReinstallDlg_14	Zast¹p wszystkie pliki, wpisy Rejestru i skróty wymagane przez program.	
IDS__IsReinstallDlg_2	{&MSSWhiteSerif8}InstallShield	
IDS__IsReinstallDlg_3	InstallShield	
IDS__IsReinstallDlg_4	Anuluj	
IDS__IsReinstallDlg_5	Wybierz sposób ponownej instalacji sk³adników programu.	
IDS__IsReinstallDlg_6	{&MSSansBold8}Tryb ponownej instalacji	
